상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,시도명,시군구명,행정동명,법정동명,도로명주소,경도,위도
카페462,음식,비알코올 ,카페,서울특별시,광진구,화양동,화양동,서울특별시 광진구 동일로24길 54,127.0679231,37.54312949
심술집,음식,한식,백반/한정식,서울특별시,광진구,화양동,화양동,서울특별시 광진구 동일로24길 99,127.0704325,37.54244645
오늘도;카페일리터,음식,비알코올 ,카페,서울특별시,광진구,능동,능동,서울특별시 광진구 천호대로112길 10,127.081303,37.55569589
불사주점,음식,주점,생맥주 전문,서울특별시,광진구,중곡4동,중곡동,서울특별시 광진구 자양로43길 151,127.0886632,37.55726669
호강불백군자역점,음식,한식,백반/한정식,서울특별시,광진구,중곡2동,중곡동,서울특별시 광진구 능동로 324-1,127.0804533,37.55852758
딜리셔스앤피플,음식,한식,백반/한정식,서울특별시,광진구,구의1동,구의동,서울특별시 광진구 자양로30길 80,127.0892572,37.54287247
스위츠포레스트,음식,기타 간이,빵/도넛,서울특별시,광진구,중곡1동,중곡동,서울특별시 광진구 면목로 86,127.0788911,37.56130865
꼴까닭치킨,음식,기타 간이,치킨,서울특별시,광진구,자양1동,자양동,서울특별시 광진구 자양로19길 44,127.0809855,37.53823104
커피와,음식,비알코올 ,카페,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 뚝섬로 509,127.0668713,37.53582267
포시즌버거,음식,기타 간이,버거,서울특별시,광진구,화양동,화양동,서울특별시 광진구 능동로19길 35,127.0717565,37.54700718
킹푸드,음식,서양식,경양식,서울특별시,광진구,자양1동,자양동,서울특별시 광진구 자양로13길 19,127.0829134,37.53511036
쌀롱김밥,음식,기타 간이,김밥/만두/분식,서울특별시,광진구,중곡3동,중곡동,서울특별시 광진구 능동로51길 19,127.0828968,37.56602529
북창동은이네,음식,한식,백반/한정식,서울특별시,광진구,구의2동,구의동,서울특별시 광진구 천호대로 675,127.0905846,37.55097415
공차,음식,비알코올 ,카페,서울특별시,광진구,구의2동,구의동,서울특별시 광진구 천호대로 671,127.0905236,37.5513341
맥주꾼,음식,주점,생맥주 전문,서울특별시,광진구,화양동,화양동,서울특별시 광진구 아차산로29길 36,127.0689171,37.54237144
피슈마라홍탕군자역점,음식,중식,마라탕/훠궈,서울특별시,광진구,능동,능동,서울특별시 광진구 능동로 302,127.0795265,37.5565831
올리브,음식,비알코올 ,카페,서울특별시,광진구,화양동,화양동,서울특별시 광진구 동일로24길 28,127.066537,37.54357808
버킷바베큐,음식,한식,돼지고기 구이/찜,서울특별시,광진구,자양1동,자양동,서울특별시 광진구 뚝섬로49길 11-1,127.078628,37.53303161
복,음식,한식,백반/한정식,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 뚝섬로 497,127.0656796,37.53611059
컴포즈커피자양하늘채점,음식,비알코올 ,카페,서울특별시,광진구,자양1동,자양동,서울특별시 광진구 뚝섬로 671,127.0839702,37.53196487
오더,음식,기타 간이,김밥/만두/분식,서울특별시,광진구,군자동,군자동,서울특별시 광진구 군자로 105-2,127.071596,37.55264649
누모,음식,비알코올 ,카페,서울특별시,광진구,자양3동,자양동,서울특별시 광진구 뚝섬로34길 67,127.0676533,37.53208047
보케토,음식,비알코올 ,카페,서울특별시,광진구,능동,능동,서울특별시 광진구 천호대로112길 36,127.0807032,37.55477215
벌스,음식,서양식,경양식,서울특별시,광진구,화양동,화양동,서울특별시 광진구 동일로22길 65,127.0678971,37.54158849
달콤왕가탕후루,음식,기타 간이,그 외 기타 간이 음식점,서울특별시,광진구,광장동,광장동,서울특별시 광진구 아차산로 502,127.0972195,37.54134776
푸라닭화양점,음식,기타 간이,치킨,서울특별시,광진구,화양동,화양동,서울특별시 광진구 동일로30길 51,127.0702105,37.54756268
공공의밤,음식,한식,백반/한정식,서울특별시,광진구,화양동,화양동,서울특별시 광진구 동일로22길 41,127.0665333,37.54205528
잘만든치킨굿킨중곡역점,음식,기타 간이,치킨,서울특별시,광진구,중곡1동,중곡동,서울특별시 광진구 능동로49길 9,127.0827479,37.56432115
옐로우테라스22,음식,한식,백반/한정식,서울특별시,광진구,능동,능동,서울특별시 광진구 천호대로110길 28,127.0794993,37.55603325
차돌풍,음식,한식,백반/한정식,서울특별시,광진구,구의2동,구의동,서울특별시 광진구 천호대로 677,127.0906998,37.55080384
나폴레옹과자점,음식,기타 간이,빵/도넛,서울특별시,광진구,자양3동,자양동,서울특별시 광진구 능동로 92,127.0711996,37.53899245
이타리아공치킨,음식,기타 간이,치킨,서울특별시,광진구,군자동,군자동,서울특별시 광진구 군자로 84-1,127.0711796,37.55063388
고육담,음식,한식,백반/한정식,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 동일로20길 60,127.0666778,37.54045255
피노버터,음식,서양식,경양식,서울특별시,광진구,구의3동,구의동,서울특별시 광진구 아차산로62길 8,127.0933646,37.53916471
커피평안,음식,비알코올 ,카페,서울특별시,광진구,자양2동,자양동,서울특별시 광진구 자양로3길 26,127.0848261,37.53043972
메고지고떡창고군자역,음식,기타 간이,떡/한과,서울특별시,광진구,능동,능동,서울특별시 광진구 천호대로 550,127.0789964,37.55735387
쑥인당,음식,한식,백반/한정식,서울특별시,광진구,광장동,광장동,서울특별시 광진구 아차산로73길 44,127.1026101,37.54666001
스트릿1988,음식,비알코올 ,카페,서울특별시,광진구,중곡1동,중곡동,서울특별시 광진구 면목로 128,127.0809083,37.56479341
개미포차,음식,주점,요리 주점,서울특별시,광진구,중곡2동,중곡동,서울특별시 광진구 용마산로7길 17,127.086671,37.5591435
치밥대장숯불양념92치킨,음식,기타 간이,치킨,서울특별시,광진구,군자동,군자동,서울특별시 광진구 동일로38길 5,127.0698552,37.55156955
백억커피,음식,비알코올 ,카페,서울특별시,광진구,구의3동,구의동,서울특별시 광진구 구의로 72,127.0907095,37.54441545
춘리,음식,중식,중국집,서울특별시,광진구,구의2동,구의동,서울특별시 광진구 천호대로 666,127.0893011,37.55135171
블랑제리브리앙뜨,음식,기타 간이,빵/도넛,서울특별시,광진구,구의2동,구의동,서울특별시 광진구 천호대로 666,127.0893011,37.55135171
우지커피건대,음식,비알코올 ,카페,서울특별시,광진구,화양동,화양동,서울특별시 광진구 능동로13길 10,127.0713581,37.54263395
짜글이주의,음식,한식,백반/한정식,서울특별시,광진구,자양1동,자양동,서울특별시 광진구 아차산로 325,127.0789875,37.53783703
커피360,음식,비알코올 ,카페,서울특별시,광진구,중곡1동,중곡동,서울특별시 광진구 동일로 360,127.0759979,37.56278179
상구네솥뚜껑삼겹살,음식,한식,돼지고기 구이/찜,서울특별시,광진구,화양동,화양동,서울특별시 광진구 광나루로 360,127.0699238,37.54786678
주선,음식,주점,요리 주점,서울특별시,광진구,화양동,화양동,서울특별시 광진구 아차산로33길 39,127.0705168,37.54203263
맛닭꼬,음식,기타 간이,치킨,서울특별시,광진구,구의2동,구의동,서울특별시 광진구 천호대로129길 22,127.0908131,37.55266087
천하튀김꼬치,음식,기타 간이,김밥/만두/분식,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 동일로18길 33,127.0647305,37.53962619
빽다방중곡가구,음식,비알코올 ,카페,서울특별시,광진구,중곡2동,중곡동,서울특별시 광진구 천호대로 575,127.0821081,37.55649507
맥주컴퍼니,음식,주점,생맥주 전문,서울특별시,광진구,화양동,화양동,서울특별시 광진구 광나루로 404,127.0743938,37.54696481
더테라스,음식,서양식,경양식,서울특별시,광진구,중곡3동,중곡동,서울특별시 광진구 면목로 187,127.0829743,37.56985535
쌈밥&찌개,음식,한식,백반/한정식,서울특별시,광진구,중곡2동,중곡동,서울특별시 광진구 긴고랑로 99-1,127.086648,37.56009844
똥찌비,음식,한식,백반/한정식,서울특별시,광진구,화양동,화양동,서울특별시 광진구 능동로13길 69,127.0690464,37.54471519
자양동원조떡볶이,음식,기타 간이,김밥/만두/분식,서울특별시,광진구,중곡1동,중곡동,서울특별시 광진구 긴고랑로9길 22,127.0813319,37.56440926
마스타하이볼,음식,일식,일식 회/초밥,서울특별시,광진구,화양동,화양동,서울특별시 광진구 아차산로25길 14,127.0668285,37.54197651
깜온,음식,동남아시아,베트남식 전문,서울특별시,광진구,중곡2동,중곡동,서울특별시 광진구 긴고랑로15길 8,127.0832249,37.56234255
숯불생삼겹살,음식,한식,백반/한정식,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 아차산로 220,127.0676375,37.54062232
사다리가로선,음식,한식,백반/한정식,서울특별시,광진구,화양동,화양동,서울특별시 광진구 광나루로24길 13,127.0764792,37.54579175
분원푸드,음식,기타 간이,김밥/만두/분식,서울특별시,광진구,구의2동,구의동,서울특별시 광진구 자양로 290,127.0920833,37.55150829
바나프레소,음식,비알코올 ,카페,서울특별시,광진구,화양동,화양동,서울특별시 광진구 능동로13길 55,127.0694832,37.544169
달굼카페,음식,비알코올 ,카페,서울특별시,광진구,중곡3동,중곡동,서울특별시 광진구 능동로 420-1,127.0848048,37.56642755
앤즈,음식,비알코올 ,카페,서울특별시,광진구,중곡3동,중곡동,서울특별시 광진구 능동로 434,127.0853579,37.56748606
오픈노래방,음식,주점,요리 주점,서울특별시,광진구,중곡3동,중곡동,서울특별시 광진구 면목로 132-1,127.0809725,37.56510027
느긋,음식,비알코올 ,카페,서울특별시,광진구,능동,능동,서울특별시 광진구 천호대로124길 24,127.0878407,37.55232258
도담,음식,기타 간이,김밥/만두/분식,서울특별시,광진구,구의2동,구의동,서울특별시 광진구 자양로43길 43,127.0901928,37.5524849
정성밥상,음식,한식,백반/한정식,서울특별시,광진구,중곡1동,중곡동,서울특별시 광진구 긴고랑로13길 18,127.0821269,37.56327111
버터럼부티크광장,음식,비알코올 ,카페,서울특별시,광진구,광장동,광장동,서울특별시 광진구 아차산로76길 28,127.1076071,37.54707632
주당쌀롱,음식,한식,백반/한정식,서울특별시,광진구,화양동,화양동,서울특별시 광진구 동일로22길 59,127.0676129,37.54169437
유월의보리,음식,한식,백반/한정식,서울특별시,광진구,자양3동,자양동,서울특별시 광진구 능동로 68,127.0696757,37.53687199
제일돈카츠,음식,한식,백반/한정식,서울특별시,광진구,구의1동,구의동,서울특별시 광진구 자양로18길 26,127.0850888,37.53765018
704호,음식,비알코올 ,카페,서울특별시,광진구,자양1동,자양동,서울특별시 광진구 아차산로41길 44,127.0773937,37.53862652
마마오리,음식,중식,중국집,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 아차산로30길 18,127.0673732,37.54004356
이안코,음식,기타 간이,빵/도넛,서울특별시,광진구,자양3동,자양동,서울특별시 광진구 뚝섬로40길 33,127.0726507,37.53237211
씰비,음식,한식,백반/한정식,서울특별시,광진구,화양동,화양동,서울특별시 광진구 동일로26길 47,127.0685814,37.54479262
커피공급소,음식,비알코올 ,카페,서울특별시,광진구,구의1동,구의동,서울특별시 광진구 자양로 183,127.0845816,37.54396263
핵밥군자역점,음식,한식,백반/한정식,서울특별시,광진구,능동,능동,서울특별시 광진구 능동로 298,127.079293,37.55623888
카페위어드,음식,비알코올 ,카페,서울특별시,광진구,자양1동,자양동,서울특별시 광진구 자양로11길 10,127.0834148,37.53481691
효요일,음식,비알코올 ,카페,서울특별시,광진구,구의3동,구의동,서울특별시 광진구 아차산로65길 24,127.0936663,37.54134757
춘리,음식,중식,중국집,서울특별시,광진구,화양동,화양동,서울특별시 광진구 광나루로 374,127.0712742,37.54757105
빅터마켓,음식,주점,요리 주점,서울특별시,광진구,중곡4동,중곡동,서울특별시 광진구 영화사로3길 75,127.0938337,37.55836973
밤빛,음식,서양식,경양식,서울특별시,광진구,화양동,화양동,서울특별시 광진구 동일로22길 117-19,127.0707949,37.54151221
베스킨라빈스건대역점,음식,기타 간이,아이스크림/빙수,서울특별시,광진구,화양동,화양동,서울특별시 광진구 능동로 115,127.071012,37.54134272
미분당,음식,동남아시아,베트남식 전문,서울특별시,광진구,화양동,화양동,서울특별시 광진구 군자로3길 27,127.0700263,37.54417327
인생면가,음식,한식,백반/한정식,서울특별시,광진구,군자동,군자동,서울특별시 광진구 광나루로 369,127.0710369,37.54845221
오이오이일본가정식,음식,일식,일식 회/초밥,서울특별시,광진구,중곡2동,중곡동,서울특별시 광진구 능동로 320,127.0802769,37.55814776
김종구부산어묵,음식,기타 간이,김밥/만두/분식,서울특별시,광진구,구의2동,구의동,서울특별시 광진구 천호대로 671,127.0905236,37.5513341
기원두부순,음식,한식,백반/한정식,서울특별시,광진구,구의2동,구의동,서울특별시 광진구 영화사로 65,127.0935133,37.55491624
태백묵은지삼겹,음식,한식,백반/한정식,서울특별시,광진구,구의1동,구의동,서울특별시 광진구 자양로18길 49,127.0861917,37.53813628
유커피아,음식,비알코올 ,카페,서울특별시,광진구,구의2동,구의동,서울특별시 광진구 자양로50길 23,127.0936817,37.55222339
골드,음식,주점,생맥주 전문,서울특별시,광진구,중곡3동,중곡동,서울특별시 광진구 면목로 195,127.0830679,37.57053186
떡의작품,음식,기타 간이,김밥/만두/분식,서울특별시,광진구,중곡1동,중곡동,서울특별시 광진구 능동로47길 42,127.080355,37.56376191
블루샥,음식,비알코올 ,카페,서울특별시,광진구,자양2동,자양동,서울특별시 광진구 아차산로 382,127.0852708,37.53664241
타누키쿠시군자점,음식,한식,백반/한정식,서울특별시,광진구,능동,능동,서울특별시 광진구 능동로36길 18,127.0800556,37.55589341
마린커피,음식,비알코올 ,카페,서울특별시,광진구,광장동,광장동,서울특별시 광진구 아차산로70길 26,127.1012182,37.54193692
피나치공,음식,기타 간이,피자,서울특별시,광진구,중곡4동,중곡동,서울특별시 광진구 자양로43길 149,127.0886993,37.55709577
주식,음식,서양식,경양식,서울특별시,광진구,화양동,화양동,서울특별시 광진구 아차산로29길 28-3,127.0689436,37.54205628
핫플,음식,한식,백반/한정식,서울특별시,광진구,구의1동,구의동,서울특별시 광진구 아차산로49길 41-5,127.0839442,37.53871356
한강르네상스뚝섬카페,음식,기타 간이,피자,서울특별시,광진구,자양3동,자양동,서울특별시 광진구 강변북로 2260,127.0720496,37.52883526
옥된장,음식,한식,백반/한정식,서울특별시,광진구,구의1동,구의동,서울특별시 광진구 자양로18길 14,127.0842648,37.53748161
송가네,음식,한식,백반/한정식,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 뚝섬로30길 12,127.0660501,37.53543773
아차산옹심이메밀칼국수,음식,한식,국수/칼국수,서울특별시,광진구,중곡4동,중곡동,서울특별시 광진구 용마산로2길 7,127.0889282,37.55502512
블랙스미스,음식,비알코올 ,카페,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 뚝섬로32길 25,127.0670029,37.53433697
청정지리산흑돈,음식,한식,백반/한정식,서울특별시,광진구,자양2동,자양동,서울특별시 광진구 자양번영로4길 59-14,127.078964,37.5314664
베르브,음식,서양식,경양식,서울특별시,광진구,중곡3동,중곡동,서울특별시 광진구 면목로 172,127.0828215,37.56846655
레츠끼끼,음식,기타 간이,김밥/만두/분식,서울특별시,광진구,자양3동,자양동,서울특별시 광진구 뚝섬로38길 8,127.0726798,37.53367886
미스터커피,음식,비알코올 ,카페,서울특별시,광진구,구의2동,구의동,서울특별시 광진구 영화사로 73,127.0941506,37.55462379
와이바,음식,한식,백반/한정식,서울특별시,광진구,능동,능동,서울특별시 광진구 능동로36길 16,127.0798966,37.55593723
견원갈비찜,음식,한식,돼지고기 구이/찜,서울특별시,광진구,중곡1동,중곡동,서울특별시 광진구 긴고랑로9길 20,127.0812993,37.56429187
버블탕후루군자점,음식,기타 간이,그 외 기타 간이 음식점,서울특별시,광진구,중곡2동,중곡동,서울특별시 광진구 천호대로111길 14,127.0823397,37.55699245
마장동고기집,음식,한식,돼지고기 구이/찜,서울특별시,광진구,중곡2동,중곡동,서울특별시 광진구 용마산로 97,127.086859,37.56228061
코스모스,음식,한식,백반/한정식,서울특별시,광진구,중곡3동,중곡동,서울특별시 광진구 면목로 146,127.0815473,37.56622204
강촌,음식,한식,백반/한정식,서울특별시,광진구,광장동,광장동,서울특별시 광진구 아차산로76가길 13,127.1072118,37.54701026
제일떡집,음식,기타 간이,떡/한과,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 뚝섬로25길 6,127.0653257,37.53636009
닭에취한다,음식,기타 간이,치킨,서울특별시,광진구,구의2동,구의동,서울특별시 광진구 천호대로136길 70,127.0891397,37.54694432
우기파스타,음식,서양식,파스타/스테이크,서울특별시,광진구,군자동,군자동,서울특별시 광진구 광나루로 361,127.0697245,37.54842386
모이리,음식,한식,백반/한정식,서울특별시,광진구,능동,능동,서울특별시 광진구 능동로36길 40,127.0811919,37.55552382
키킥서울구의,음식,기타 간이,빵/도넛,서울특별시,광진구,구의1동,구의동,서울특별시 광진구 아차산로57길 32,127.0885469,37.53986648
기븐,음식,기타 간이,빵/도넛,서울특별시,광진구,구의1동,구의동,서울특별시 광진구 자양로28길 40,127.0862932,37.54187644
궤도에오르다,음식,기타 간이,그 외 기타 간이 음식점,서울특별시,광진구,화양동,화양동,서울특별시 광진구 광나루로 416,127.0755658,37.54645138
왕실탕후루,음식,기타 간이,빵/도넛,서울특별시,광진구,화양동,화양동,서울특별시 광진구 아차산로33길 63,127.0709574,37.54300924
에스엠푸드,음식,서양식,경양식,서울특별시,광진구,자양1동,자양동,서울특별시 광진구 자양로13길 19,127.0829134,37.53511036
델리찌,음식,서양식,경양식,서울특별시,광진구,중곡2동,중곡동,서울특별시 광진구 천호대로111길 44,127.0830378,37.55821429
룸의정석,음식,주점,요리 주점,서울특별시,광진구,화양동,화양동,서울특별시 광진구 아차산로 235,127.0695162,37.54060109
반미띠,음식,동남아시아,베트남식 전문,서울특별시,광진구,군자동,군자동,서울특별시 광진구 군자로 70,127.0708484,37.54905443
올데이파스타,음식,서양식,파스타/스테이크,서울특별시,광진구,중곡4동,중곡동,서울특별시 광진구 자양로43길 119,127.0889302,37.55579103
케이티피엘,음식,서양식,경양식,서울특별시,광진구,중곡1동,중곡동,서울특별시 광진구 긴고랑로 12,127.0775259,37.5637038
늘조은한우구의,음식,한식,소고기 구이/찜,서울특별시,광진구,자양1동,자양동,서울특별시 광진구 아차산로 355,127.0825464,37.53736014
뒤안길,음식,한식,백반/한정식,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 뚝섬로26길 8,127.0645498,37.5359755
참이맛감자탕,음식,한식,국/탕/찌개류,서울특별시,광진구,구의1동,구의동,서울특별시 광진구 광나루로 508,127.0859521,37.54479321
어반티니핑,음식,한식,백반/한정식,서울특별시,광진구,구의3동,구의동,서울특별시 광진구 아차산로 453-1,127.0924664,37.53951823
쿠시노아,음식,한식,백반/한정식,서울특별시,광진구,군자동,군자동,서울특별시 광진구 군자로 70,127.0708484,37.54905443
아차산매운떡볶이,음식,기타 간이,김밥/만두/분식,서울특별시,광진구,자양1동,자양동,서울특별시 광진구 아차산로 345,127.0814356,37.5375137
와떠마라탕,음식,중식,마라탕/훠궈,서울특별시,광진구,군자동,군자동,서울특별시 광진구 광나루로 369,127.0710369,37.54845221
도로시파스타연정,음식,서양식,파스타/스테이크,서울특별시,광진구,군자동,군자동,서울특별시 광진구 광나루로 369,127.0710369,37.54845221
빨간여우,음식,한식,백반/한정식,서울특별시,광진구,구의3동,구의동,서울특별시 광진구 구의로 62,127.0904509,37.54335022
메가엠지씨커피중곡,음식,비알코올 ,카페,서울특별시,광진구,중곡2동,중곡동,서울특별시 광진구 능동로 338-1,127.0811297,37.55966817
파머스포케,음식,기타 간이,피자,서울특별시,광진구,화양동,화양동,서울특별시 광진구 능동로 167,127.0729484,37.54580012
청년피자구의,음식,기타 간이,피자,서울특별시,광진구,구의3동,구의동,서울특별시 광진구 구의강변로 85,127.0934651,37.53833651
위드미라클,음식,일식,일식 회/초밥,서울특별시,광진구,화양동,화양동,서울특별시 광진구 동일로22길 37,127.0663857,37.54209916
소문난오백빵건대,음식,기타 간이,빵/도넛,서울특별시,광진구,화양동,화양동,서울특별시 광진구 아차산로29길 41,127.0688788,37.54272255
안동꽈배기,음식,기타 간이,빵/도넛,서울특별시,광진구,중곡4동,중곡동,서울특별시 광진구 영화사로 39,127.0912875,37.55646696
자양빵공장,음식,기타 간이,빵/도넛,서울특별시,광진구,자양1동,자양동,서울특별시 광진구 자양로15길 14,127.0828468,37.5359298
투투,음식,주점,생맥주 전문,서울특별시,광진구,구의3동,구의동,서울특별시 광진구 구의로 62,127.0904509,37.54335022
육연가,음식,한식,백반/한정식,서울특별시,광진구,중곡3동,중곡동,서울특별시 광진구 면목로 182,127.0831627,37.56926212
컴포즈커피건대스타시티몰점,음식,비알코올 ,카페,서울특별시,광진구,화양동,화양동,서울특별시 광진구 능동로 110,127.071394,37.54065192
노모어피자군자점,음식,기타 간이,피자,서울특별시,광진구,중곡2동,중곡동,서울특별시 광진구 능동로 328,127.0806195,37.55881721
씬짜오,음식,서양식,경양식,서울특별시,광진구,화양동,화양동,서울특별시 광진구 능동로13길 44,127.070109,37.5438946
빽다방자양전통,음식,비알코올 ,카페,서울특별시,광진구,자양1동,자양동,서울특별시 광진구 자양로15길 52,127.080737,37.53542683
장만옥,음식,중식,중국집,서울특별시,광진구,화양동,화양동,서울특별시 광진구 동일로 150,127.0661947,37.54562076
맛짱마라탕군자점,음식,중식,마라탕/훠궈,서울특별시,광진구,능동,능동,서울특별시 광진구 능동로 276,127.0782966,37.55443802
쿠마상회,음식,일식,일식 회/초밥,서울특별시,광진구,화양동,화양동,서울특별시 광진구 아차산로33길 21-5,127.0698348,37.5413695
동북풍미양꼬치,음식,중식,중국집,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 동일로18길 90,127.0676195,37.53843262
다다주점,음식,기타 간이,치킨,서울특별시,광진구,능동,능동,서울특별시 광진구 능동로36길 18,127.0800556,37.55589341
반주옥,음식,한식,백반/한정식,서울특별시,광진구,화양동,화양동,서울특별시 광진구 능동로 172,127.0739647,37.5459793
한신우동,음식,한식,국수/칼국수,서울특별시,광진구,구의1동,구의동,서울특별시 광진구 아차산로57길 10,127.0883327,37.53887367
빈이푸드,음식,한식,백반/한정식,서울특별시,광진구,구의1동,구의동,서울특별시 광진구 구의로 51,127.0899736,37.54258065
신미방마라탕,음식,중식,마라탕/훠궈,서울특별시,광진구,자양1동,자양동,서울특별시 광진구 뚝섬로59길 57,127.0831925,37.5344908
앤도시락군자,음식,한식,백반/한정식,서울특별시,광진구,군자동,군자동,서울특별시 광진구 광나루로 361,127.0697245,37.54842386
도시맥주,음식,주점,생맥주 전문,서울특별시,광진구,화양동,화양동,서울특별시 광진구 아차산로33길 44,127.0708427,37.54221541
쉐프의생안심탕수육&오늘애묵은지김치찜,음식,주점,요리 주점,서울특별시,광진구,구의1동,구의동,서울특별시 광진구 아차산로55길 26,127.0865714,37.5385537
디제이와통기타클럽,음식,한식,백반/한정식,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 뚝섬로 511,127.0672004,37.53574417
북카페림,음식,비알코올 ,카페,서울특별시,광진구,자양2동,자양동,서울특별시 광진구 뚝섬로52길 66,127.0776568,37.52920356
카페샬롬,음식,비알코올 ,카페,서울특별시,광진구,화양동,화양동,서울특별시 광진구 군자로 30,127.0706278,37.54585397
젠젠건대스타시티,음식,일식,일식 회/초밥,서울특별시,광진구,자양3동,자양동,서울특별시 광진구 능동로 92,127.0711996,37.53899245
명랑핫도그자양3동점,음식,기타 간이,빵/도넛,서울특별시,광진구,자양3동,자양동,서울특별시 광진구 뚝섬로 541,127.0703452,37.53489495
깡우동,음식,일식,일식 면 요리,서울특별시,광진구,화양동,화양동,서울특별시 광진구 동일로24길 98,127.0702303,37.54232773
마더락,음식,한식,백반/한정식,서울특별시,광진구,구의2동,구의동,서울특별시 광진구 광나루로37길 13,127.0876398,37.54559017
주가네탕앤족,음식,한식,백반/한정식,서울특별시,광진구,자양1동,자양동,서울특별시 광진구 자양로15길 55,127.0805708,37.53514621
달빛맥주자양하늘채점,음식,주점,생맥주 전문,서울특별시,광진구,구의2동,구의동,서울특별시 광진구 자양로48길 55,127.0949306,37.55189958
보승회관,음식,한식,백반/한정식,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 아차산로 214,127.0671024,37.54088841
중곡동손칼국수,음식,한식,국수/칼국수,서울특별시,광진구,중곡3동,중곡동,서울특별시 광진구 능동로 400,127.0846652,37.56488567
나나케이크,음식,비알코올 ,카페,서울특별시,광진구,화양동,화양동,서울특별시 광진구 능동로13길 101,127.0680829,37.54575281
쉬르메르surmer,음식,기타 간이,빵/도넛,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 아차산로30길 31,127.0674039,37.53939504
식물와인바,음식,주점,요리 주점,서울특별시,광진구,화양동,화양동,서울특별시 광진구 동일로24길 64,127.068514,37.54293592
질서정연,음식,서양식,경양식,서울특별시,광진구,화양동,화양동,서울특별시 광진구 동일로24길 50,127.0677753,37.5431914
한베,음식,동남아시아,베트남식 전문,서울특별시,광진구,군자동,군자동,서울특별시 광진구 천호대로 530,127.0770228,37.55768987
자양동진한국밥,음식,한식,국/탕/찌개류,서울특별시,광진구,자양1동,자양동,서울특별시 광진구 뚝섬로 607,127.0772724,37.53285884
신푸드,음식,한식,백반/한정식,서울특별시,광진구,중곡3동,중곡동,서울특별시 광진구 면목로 188,127.0832581,37.56979448
사운드온더펍광나루역점,음식,동남아시아,베트남식 전문,서울특별시,광진구,광장동,광장동,서울특별시 광진구 광장로 47,127.1024472,37.5470282
퍼즌트,음식,기타 간이,빵/도넛,서울특별시,광진구,능동,능동,서울특별시 광진구 능동로32길 50,127.081173,37.55429825
할리스강변역점,음식,비알코올 ,카페,서울특별시,광진구,구의3동,구의동,서울특별시 광진구 구의강변로 64,127.092579,37.53582477
중곡역2번부두,음식,한식,횟집,서울특별시,광진구,중곡2동,중곡동,서울특별시 광진구 긴고랑로 77,127.0844708,37.56135205
릴리베이커리,음식,기타 간이,빵/도넛,서울특별시,광진구,화양동,화양동,서울특별시 광진구 능동로13길 21,127.0706975,37.54298016
애크로매틱어린이대공원,음식,한식,백반/한정식,서울특별시,광진구,화양동,화양동,서울특별시 광진구 능동로 177,127.0734491,37.54648885
리치에프앤비,음식,한식,돼지고기 구이/찜,서울특별시,광진구,화양동,화양동,서울특별시 광진구 아차산로33길 48,127.0709199,37.54237821
마장동고기집,음식,한식,돼지고기 구이/찜,서울특별시,광진구,자양1동,자양동,서울특별시 광진구 자양로 55,127.0844738,37.53241931
불닭발땡초엽기떡볶이군자점,음식,기타 간이,김밥/만두/분식,서울특별시,광진구,군자동,군자동,서울특별시 광진구 광나루로 361,127.0697354,37.54845999
40년광화문,음식,서양식,경양식,서울특별시,광진구,구의3동,구의동,서울특별시 광진구 구의로 50,127.0902263,37.54227624
메가엠지씨커피동서울,음식,비알코올 ,카페,서울특별시,광진구,구의3동,구의동,서울특별시 광진구 강변역로4길 10,127.0933882,37.53534442
용감한왕만두,음식,기타 간이,김밥/만두/분식,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 아차산로 244,127.0701834,37.53972332
청년피자중곡,음식,기타 간이,피자,서울특별시,광진구,중곡2동,중곡동,서울특별시 광진구 능동로 356,127.0819046,37.56108884
구의규구의,음식,일식,일식 회/초밥,서울특별시,광진구,구의1동,구의동,서울특별시 광진구 자양로18길 81,127.0880193,37.53859193
쏘스윗건대,음식,기타 간이,그 외 기타 간이 음식점,서울특별시,광진구,화양동,화양동,서울특별시 광진구 능동로13길 10-5,127.0712752,37.54293064
고기랑,음식,한식,돼지고기 구이/찜,서울특별시,광진구,구의3동,구의동,서울특별시 광진구 광나루로56길 85,127.0956807,37.53571341
옛날가마솥순대,음식,한식,국/탕/찌개류,서울특별시,광진구,중곡2동,중곡동,서울특별시 광진구 용마산로3길 43,127.0855986,37.55612569
엑스맥주방,음식,주점,생맥주 전문,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 동일로18길 41,127.0651167,37.53951211
