상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,시도명,시군구명,행정동명,법정동명,도로명주소,경도,위도
지코바,음식,기타 간이,치킨,서울특별시,광진구,중곡1동,중곡동,서울특별시 광진구 면목로 117,127.0800684,37.56405702
목원,음식,주점,요리 주점,서울특별시,광진구,구의3동,구의동,서울특별시 광진구 구의로 58,127.0903973,37.54310652
아프리카,음식,주점,요리 주점,서울특별시,광진구,화양동,화양동,서울특별시 광진구 광나루로24길 23,127.0767563,37.5453524
64김만두,음식,기타 간이,그 외 기타 간이 음식점,서울특별시,광진구,구의2동,구의동,서울특별시 광진구 광나루로 505,127.0857084,37.5452869
횡성소머리국밥,음식,한식,국/탕/찌개류,서울특별시,광진구,구의2동,구의동,서울특별시 광진구 자양로 237-1,127.0882553,37.54801876
빠빠킹롯데스타시티,음식,기타 간이,김밥/만두/분식,서울특별시,광진구,자양3동,자양동,서울특별시 광진구 능동로 92,127.0711996,37.53899245
매복식당,음식,한식,돼지고기 구이/찜,서울특별시,광진구,구의1동,구의동,서울특별시 광진구 아차산로57길 10-1,127.0883764,37.53900016
지현이네,음식,한식,백반/한정식,서울특별시,광진구,중곡3동,중곡동,서울특별시 광진구 능동로 441,127.0853258,37.56826072
울엄마뼈찜,음식,한식,백반/한정식,서울특별시,광진구,중곡3동,중곡동,서울특별시 광진구 답십리로 388,127.0835348,37.5712293
유유공방,음식,비알코올 ,카페,서울특별시,광진구,중곡2동,중곡동,서울특별시 광진구 천호대로117길 58,127.0853325,37.55752927
수니호프,음식,주점,요리 주점,서울특별시,광진구,중곡2동,중곡동,서울특별시 광진구 능동로38길 30,127.0813754,37.55717417
노크건대,음식,주점,요리 주점,서울특별시,광진구,화양동,화양동,서울특별시 광진구 동일로22길 89,127.0691242,37.54118369
박대박조개찜,음식,한식,해산물 구이/찜,서울특별시,광진구,구의1동,구의동,서울특별시 광진구 자양로18길 66,127.0870856,37.53814319
코코버블건대,음식,비알코올 ,카페,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 아차산로30길 8,127.0675951,37.54039672
청진동해장국,음식,한식,국/탕/찌개류,서울특별시,광진구,화양동,화양동,서울특별시 광진구 광나루로 344,127.0680088,37.54806793
번트시에나,음식,비알코올 ,카페,서울특별시,광진구,중곡1동,중곡동,서울특별시 광진구 동일로66길 14,127.0759118,37.56150162
굿뉴스그로서리,음식,기타 간이,피자,서울특별시,광진구,구의2동,구의동,서울특별시 광진구 광나루로39길 11,127.0887614,37.54549071
어멍네고기국수,음식,한식,국수/칼국수,서울특별시,광진구,화양동,화양동,서울특별시 광진구 능동로13길 77,127.0687937,37.54501055
최가커피회관,음식,비알코올 ,카페,서울특별시,광진구,화양동,화양동,서울특별시 광진구 능동로13길 30,127.0705792,37.54339371
강변테크노B005;B006,음식,기타 간이,피자,서울특별시,광진구,구의3동,구의동,서울특별시 광진구 광나루로56길 85,127.0956807,37.53571341
초당호프,음식,주점,요리 주점,서울특별시,광진구,중곡2동,중곡동,서울특별시 광진구 능동로 384,127.0830882,37.56333264
루나틱,음식,주점,요리 주점,서울특별시,광진구,화양동,화양동,서울특별시 광진구 동일로22길 65,127.0678971,37.54158849
고래식탁,음식,서양식,경양식,서울특별시,광진구,중곡2동,중곡동,서울특별시 광진구 능동로48길 20,127.0837452,37.56237362
룸톤,음식,한식,백반/한정식,서울특별시,광진구,화양동,화양동,서울특별시 광진구 아차산로21길 43,127.0657186,37.54386895
7번가피자,음식,기타 간이,피자,서울특별시,광진구,구의2동,구의동,서울특별시 광진구 자양로 231,127.0878641,37.54761927
진솔한우곱창,음식,한식,백반/한정식,서울특별시,광진구,구의1동,구의동,서울특별시 광진구 아차산로51길 61,127.0847231,37.53979186
꼬꼬스토리,음식,기타 간이,치킨,서울특별시,광진구,자양3동,자양동,서울특별시 광진구 뚝섬로36길 15,127.071446,37.53372323
빛의라운지워커힐지점,음식,서양식,경양식,서울특별시,광진구,광장동,광장동,서울특별시 광진구 워커힐로 177,127.1116912,37.55862257
아차산손두부,음식,한식,백반/한정식,서울특별시,광진구,구의2동,구의동,서울특별시 광진구 영화사로 68,127.0933923,37.55462698
아치스시,음식,일식,일식 회/초밥,서울특별시,광진구,구의3동,구의동,서울특별시 광진구 강변역로4길 56,127.0921452,37.53334354
어치브,음식,서양식,경양식,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 능동로 23-14,127.0669396,37.53397605
신의주순대와곰탕,음식,한식,백반/한정식,서울특별시,광진구,구의2동,구의동,서울특별시 광진구 천호대로 663,127.0902349,37.55180943
